,gene_id,gene_name,gene_type,gene_chrom,gene_start,gene_end,n_cells,percent_cells,robust,highly_variable_features,ribosomal,mitochondrial,protein_coding,mitocarta_genes,robust_protein_coding,mean,bins,std
PSTPIP1,ENSG00000140368,PSTPIP1,protein_coding,15,76993359.0,77037475.0,149577.0,1.6808334619997936,True,True,False,False,True,False,True,0.01153999698696306,"(0.0362, 0.0422]",0.0918734457140786
LUZP2,ENSG00000187398,LUZP2,protein_coding,11,24496970.0,25082638.0,2719270.0,30.557104422552793,True,True,False,False,True,False,True,0.42231987331688775,"(0.96, 1.125]",0.8608731275224913
TRPV4,ENSG00000111199,TRPV4,protein_coding,12,109783087.0,109833406.0,172372.0,1.936986471929698,True,True,False,False,True,False,True,0.013104192028918622,"(0.0362, 0.0422]",0.09778016692319495
HMX1,ENSG00000215612,HMX1,protein_coding,4,8846076.0,8871839.0,133976.0,1.5055211958047316,True,True,False,False,True,False,True,0.008360693435075117,"(0.0362, 0.0422]",0.07903980834912681
PLOD1,ENSG00000083444,PLOD1,protein_coding,1,11934205.0,11975538.0,1038372.0,11.668441027722508,True,True,False,False,True,False,True,0.08289985964348819,"(0.246, 0.282]",0.23998066079194047
RNF220,ENSG00000187147,RNF220,protein_coding,1,44405194.0,44651724.0,5801858.0,65.19690238586948,True,True,False,False,True,False,True,1.1313446207521318,"(2.18, 7.959]",1.201650497895898
DCDC2C,ENSG00000214866,DCDC2C,protein_coding,2,3703575.0,3848008.0,184262.0,2.070597320276553,True,True,False,False,True,False,True,0.01756568514167298,"(0.0422, 0.0495]",0.13117734592962368
RP2,ENSG00000102218,RP2,protein_coding,X,46837043.0,46882358.0,533210.0,5.991811643988782,True,False,True,False,True,False,False,0.04288655646324413,"(0.121, 0.14]",0.1792845679200175
CARTPT,ENSG00000164326,CARTPT,protein_coding,5,71719275.0,71721048.0,153012.0,1.7194334001050458,True,True,False,False,True,False,True,0.018846256027286765,"(0.0362, 0.0422]",0.1560057841320091
RUNX2,ENSG00000124813,RUNX2,protein_coding,6,45328157.0,45664349.0,2967726.0,33.349065476957016,True,True,False,False,True,False,True,0.3675160571445346,"(0.825, 0.96]",0.6250976031537396
GMPR,ENSG00000137198,GMPR,protein_coding,6,16238587.0,16295549.0,884460.0,9.938894106716525,True,True,False,False,True,False,True,0.09119368429184646,"(0.214, 0.246]",0.29204976268652305
SLC35D2,ENSG00000130958,SLC35D2,protein_coding,9,96313444.0,96383711.0,1125273.0,12.644968894180883,True,True,False,False,True,False,True,0.08732232218470824,"(0.324, 0.368]",0.2558844108941753
PYGL,ENSG00000100504,PYGL,protein_coding,14,50857891.0,50944483.0,1407055.0,15.81142239030145,True,True,False,False,True,False,True,0.1329427868290886,"(0.368, 0.425]",0.344196846896724
SLIT2,ENSG00000145147,SLIT2,protein_coding,4,20251905.0,20620561.0,3959768.0,44.49688492319005,True,True,False,False,True,False,True,0.8206705326347781,"(1.352, 1.683]",1.1024037805242095
VCL,ENSG00000035403,VCL,protein_coding,10,73995193.0,74121363.0,3109387.0,34.94094490401032,True,False,False,False,True,False,True,0.3583710813848028,"(0.825, 0.96]",0.5467388880285334
CABLES1,ENSG00000134508,CABLES1,protein_coding,18,23134564.0,23260470.0,3298233.0,37.063053757409,True,True,False,False,True,False,True,0.4316283635963494,"(0.96, 1.125]",0.6965371306161449
PLEKHF1,ENSG00000166289,PLEKHF1,protein_coding,19,29665459.0,29675477.0,208199.0,2.339583264505205,True,True,False,False,True,False,True,0.01577791452113855,"(0.0495, 0.0577]",0.10573135278502478
GPAM,ENSG00000119927,GPAM,protein_coding,10,112149865.0,112215377.0,1456467.0,16.36667716225391,True,False,False,False,True,True,False,0.12815396322624614,"(0.368, 0.425]",0.32203862241866565
ENSG00000281593,ENSG00000281593,ENSG00000281593,protein_coding,7,30362400.0,30412502.0,2241417.0,25.1873529746899,True,True,False,False,True,False,True,0.21583474481622278,"(0.551, 0.63]",0.3982293669392755
INSYN2A,ENSG00000188916,INSYN2A,protein_coding,10,127135426.0,127196591.0,2005657.0,22.538059988461594,True,True,False,False,True,False,True,0.18001074925427973,"(0.551, 0.63]",0.3861397803257079
LIPC,ENSG00000166035,LIPC,protein_coding,15,58410569.0,58569844.0,517687.0,5.817375882938467,True,True,False,False,True,False,True,0.05116232940007123,"(0.121, 0.14]",0.22930237943146653
TRAF4,ENSG00000076604,TRAF4,protein_coding,17,28744005.0,28750956.0,882926.0,9.921656172203146,True,True,False,False,True,False,True,0.061662274877682076,"(0.246, 0.282]",0.2102058703472
ADA2,ENSG00000093072,ADA2,protein_coding,22,17178790.0,17258235.0,649800.0,7.301962090478255,True,True,False,False,True,False,True,0.047811173852757974,"(0.14, 0.161]",0.18534273283964708
OMD,ENSG00000127083,OMD,protein_coding,9,92412380.0,92424471.0,968723.0,10.885778119689698,True,True,False,False,True,False,True,0.08776126948963843,"(0.214, 0.246]",0.26711918107139043
ARHGDIB,ENSG00000111348,ARHGDIB,protein_coding,12,14942031.0,14961728.0,213260.0,2.396454963704821,True,True,False,False,True,False,True,0.01471614141587703,"(0.0577, 0.0671]",0.10941555315836009
SLAIN1,ENSG00000139737,SLAIN1,protein_coding,13,77697687.0,77764242.0,6738380.0,75.72082996496901,True,True,False,False,True,False,True,1.0826763855485568,"(2.18, 7.959]",0.8623013627360921
PTPN7,ENSG00000143851,PTPN7,protein_coding,1,202147013.0,202161588.0,278768.0,3.1325844383478643,True,True,False,False,True,False,True,0.020012497964655613,"(0.0671, 0.0773]",0.12225643833142012
CDK2AP2,ENSG00000167797,CDK2AP2,protein_coding,11,67506497.0,67508649.0,374386.0,4.207067373354558,True,True,False,False,True,False,True,0.026740184144007226,"(0.0894, 0.104]",0.13716333460425587
HOXD1,ENSG00000128645,HOXD1,protein_coding,2,176188668.0,176190907.0,86012.0,0.9665379552573341,True,True,False,False,True,False,True,0.005825366448757011,"(0.023, 0.027]",0.06513771141581509
CNTLN,ENSG00000044459,CNTLN,protein_coding,9,17134982.0,17503923.0,2828981.0,31.78995385762275,True,True,False,False,True,False,True,0.3496372184085009,"(0.825, 0.96]",0.5525257034524802
S100Z,ENSG00000171643,S100Z,protein_coding,5,76850001.0,76921650.0,502911.0,5.651334344235933,True,True,False,False,True,False,True,0.040831617547622386,"(0.121, 0.14]",0.20465675769336772
RASSF1,ENSG00000068028,RASSF1,protein_coding,3,50329782.0,50340980.0,662231.0,7.441652288611119,True,True,False,False,True,False,True,0.051935631564959096,"(0.161, 0.185]",0.19303803970174396
CBLB,ENSG00000114423,CBLB,protein_coding,3,105655461.0,105869552.0,4391880.0,49.35263352713087,True,False,False,False,True,False,True,0.546888645370223,"(1.352, 1.683]",0.6488246226377534
GSN,ENSG00000148180,GSN,protein_coding,9,121207794.0,121332843.0,4649152.0,52.243662137382515,True,True,False,False,True,False,True,0.5486956626041579,"(1.352, 1.683]",0.6325997551805141
HMOX1,ENSG00000100292,HMOX1,protein_coding,22,35380361.0,35394214.0,143106.0,1.6081172467220393,True,True,False,False,True,False,True,0.010645429081177863,"(0.0362, 0.0422]",0.09797082806273812
SPI1,ENSG00000066336,SPI1,protein_coding,11,47354860.0,47378547.0,1076297.0,12.094613561242651,True,True,False,False,True,False,True,0.09603406440705582,"(0.246, 0.282]",0.2767803120123657
NMUR2,ENSG00000132911,NMUR2,protein_coding,5,152391546.0,152433368.0,645713.0,7.256035468342545,True,True,False,False,True,False,True,0.05744698670011224,"(0.185, 0.214]",0.2243256157778036
CYBRD1,ENSG00000071967,CYBRD1,protein_coding,2,171522247.0,171558129.0,1466093.0,16.474846886912182,True,True,False,False,True,False,True,0.13721668469216555,"(0.425, 0.484]",0.3348936464412129
TM4SF18,ENSG00000163762,TM4SF18,protein_coding,3,149318498.0,149334414.0,50336.0,0.5656379867440958,True,True,False,False,True,False,True,0.006013626903662115,"(0.0146, 0.017]",0.07894526295262005
HS6ST3,ENSG00000185352,HS6ST3,protein_coding,13,96090107.0,96839562.0,4652259.0,52.278576258981644,True,True,False,False,True,False,True,1.207350682164204,"(1.683, 2.18]",1.5157529932051392
PKN3,ENSG00000160447,PKN3,protein_coding,9,128702503.0,128720916.0,105108.0,1.1811243942843774,True,True,False,False,True,False,True,0.009564609251850197,"(0.023, 0.027]",0.08449350928615951
ASIC4,ENSG00000072182,ASIC4,protein_coding,2,219514170.0,219538772.0,605728.0,6.8067142092046975,True,True,False,False,True,False,True,0.04288916216442356,"(0.161, 0.185]",0.1947560023762241
C21orf62,ENSG00000205929,C21orf62,protein_coding,21,32790673.0,32813743.0,818794.0,9.200989147293095,True,True,False,False,True,False,True,0.0692882816999013,"(0.214, 0.246]",0.23129474712589126
LGI1,ENSG00000108231,LGI1,protein_coding,10,93757840.0,93806272.0,3437189.0,38.62453643553226,True,True,False,False,True,False,True,0.4429049177800186,"(0.96, 1.125]",0.6421220480484746
FLRT2,ENSG00000185070,FLRT2,protein_coding,14,85530144.0,85654428.0,4912349.0,55.20127142689868,True,True,False,False,True,False,True,1.0594857352863563,"(1.683, 2.18]",1.180906912232215
PRSS23,ENSG00000150687,PRSS23,protein_coding,11,86791059.0,86952910.0,2079985.0,23.373301967933845,True,True,False,False,True,False,True,0.24054977694362914,"(0.551, 0.63]",0.4864912316298418
GLDN,ENSG00000186417,GLDN,protein_coding,15,51341655.0,51408005.0,4015472.0,45.12284444348553,True,True,False,False,True,False,True,0.49934398077562814,"(1.352, 1.683]",0.6705474632253714
TBC1D14,ENSG00000132405,TBC1D14,protein_coding,4,6909242.0,7033118.0,3361147.0,37.770033817366446,True,True,False,False,True,False,True,0.35373644395024295,"(0.825, 0.96]",0.5073310030398758
ADAMTS15,ENSG00000166106,ADAMTS15,protein_coding,11,130448645.0,130476645.0,124970.0,1.4043185633226647,True,True,False,False,True,False,True,0.008553562472791832,"(0.027, 0.0314]",0.08299120156365832
RASD1,ENSG00000108551,RASD1,protein_coding,17,17494437.0,17496395.0,1115309.0,12.533000980562036,True,False,False,False,True,False,True,0.11210667913660427,"(0.246, 0.282]",0.3038044117650859
PCSK6,ENSG00000140479,PCSK6,protein_coding,15,101289784.0,101525202.0,4771570.0,53.6193032503283,True,True,False,False,True,False,True,0.633857077225721,"(1.683, 2.18]",0.759315579440786
SPHKAP,ENSG00000153820,SPHKAP,protein_coding,2,227979955.0,228181687.0,1264754.0,14.212351126163028,True,False,False,False,True,True,False,0.16345432602506202,"(0.368, 0.425]",0.5002008506417613
KDR,ENSG00000128052,KDR,protein_coding,4,55078481.0,55125595.0,184582.0,2.0741932388191096,True,True,False,False,True,False,True,0.016302465183313845,"(0.0495, 0.0577]",0.11911767832588604
RNASE1,ENSG00000129538,RNASE1,protein_coding,14,20801228.0,20802855.0,1243023.0,13.96815454538712,True,True,False,False,True,False,True,0.09553905644948629,"(0.368, 0.425]",0.275378608132048
PAG1,ENSG00000076641,PAG1,protein_coding,8,80967810.0,81112068.0,3900477.0,43.83061740348161,True,True,False,False,True,False,True,0.48206644274317784,"(1.125, 1.352]",0.6361522536264851
HAP1,ENSG00000173805,HAP1,protein_coding,17,41717742.0,41734644.0,753423.0,8.466399175276083,True,True,False,False,True,False,True,0.05603559595373488,"(0.185, 0.214]",0.21503054954328202
SCO2,ENSG00000284194,SCO2,protein_coding,22,50523568.0,50526461.0,154256.0,1.7334125334392332,True,False,False,False,True,True,False,0.011494326378557039,"(0.0314, 0.0362]",0.09143588605988939
LRAT,ENSG00000121207,LRAT,protein_coding,4,154626945.0,154753120.0,246744.0,2.772722890201549,True,True,False,False,True,False,True,0.02228777071272421,"(0.0577, 0.0671]",0.14515244676980632
LMNA,ENSG00000160789,LMNA,protein_coding,1,156082573.0,156140081.0,2029818.0,22.809563075670034,True,True,False,False,True,False,True,0.17926712408750178,"(0.484, 0.551]",0.35370277775718006
RREB1,ENSG00000124782,RREB1,protein_coding,6,7107597.0,7251980.0,1150333.0,12.926574265044819,True,True,False,False,True,False,True,0.1141534349449233,"(0.368, 0.425]",0.34429347939198024
NEK3,ENSG00000136098,NEK3,protein_coding,13,52132639.0,52159861.0,2127557.0,23.90788020826661,True,True,False,False,True,False,True,0.18219672771878803,"(0.63, 0.72]",0.38038230817691593
MYOM1,ENSG00000101605,MYOM1,protein_coding,18,3066807.0,3219968.0,1328626.0,14.93009646725725,True,True,False,False,True,False,True,0.1241131992254283,"(0.368, 0.425]",0.3306431660230392
SOCS6,ENSG00000170677,SOCS6,protein_coding,18,70289045.0,70330199.0,2252705.0,25.314199001278574,True,True,False,False,True,False,True,0.21572482124579168,"(0.551, 0.63]",0.41101182830831917
ARHGEF26,ENSG00000114790,ARHGEF26,protein_coding,3,154121003.0,154257827.0,2015961.0,22.653848565531906,True,True,False,False,True,False,True,0.23348932369714379,"(0.63, 0.72]",0.5415952750826888
SLC26A7,ENSG00000147606,SLC26A7,protein_coding,8,91209494.0,91398155.0,276047.0,3.1020078934906907,True,True,False,False,True,False,True,0.024844752099110468,"(0.0671, 0.0773]",0.1552958893340628
FCGR1B,ENSG00000198019,FCGR1B,protein_coding,1,121087345.0,121097161.0,100130.0,1.125185386456737,True,True,False,False,True,False,True,0.0066815165019850735,"(0.027, 0.0314]",0.07267455118813111
IQGAP1,ENSG00000140575,IQGAP1,protein_coding,15,90388242.0,90502239.0,5161413.0,58.000064726533765,True,True,False,False,True,False,True,0.642154617175603,"(1.683, 2.18]",0.663216827889411
GCH1,ENSG00000131979,GCH1,protein_coding,14,54842008.0,54902826.0,498349.0,5.600070030513616,True,False,False,False,True,False,True,0.040865756031156886,"(0.104, 0.121]",0.1830747421139471
NR2F2,ENSG00000185551,NR2F2,protein_coding,15,96325938.0,96340263.0,484153.0,5.440546094169465,True,True,False,False,True,False,True,0.04758520002831857,"(0.121, 0.14]",0.22970663487696816
LAMC1,ENSG00000135862,LAMC1,protein_coding,1,183023420.0,183145592.0,2475103.0,27.813339913864265,True,False,False,False,True,False,True,0.3120065007879099,"(0.63, 0.72]",0.5422173167285178
CRB1,ENSG00000134376,CRB1,protein_coding,1,197268204.0,197478455.0,3966148.0,44.56857854913227,True,True,False,False,True,False,True,0.5191322115250866,"(1.352, 1.683]",0.7230048359621951
JPH2,ENSG00000149596,JPH2,protein_coding,20,44106590.0,44187188.0,120395.0,1.352908165409556,True,False,False,False,True,False,True,0.010084265538740818,"(0.023, 0.027]",0.08705964984280296
SMAD9,ENSG00000120693,SMAD9,protein_coding,13,36844831.0,36920765.0,1565377.0,17.590525563722036,True,True,False,False,True,False,True,0.16217820121194676,"(0.425, 0.484]",0.3831840920395716
NDUFA4L2,ENSG00000185633,NDUFA4L2,protein_coding,12,57234903.0,57240715.0,292926.0,3.2916813593650867,True,False,False,False,True,False,True,0.02673971733335568,"(0.0577, 0.0671]",0.14380721032912822
HIF1A,ENSG00000100644,HIF1A,protein_coding,14,61695513.0,61748259.0,2874042.0,32.2963153746419,True,True,False,False,True,False,True,0.29993551116832057,"(0.825, 0.96]",0.4999256776903037
RCAN3,ENSG00000117602,RCAN3,protein_coding,1,24502351.0,24541040.0,848808.0,9.538263832093978,True,True,False,False,True,False,True,0.06633193895946217,"(0.214, 0.246]",0.22950752991115062
ITGB4,ENSG00000132470,ITGB4,protein_coding,17,75721328.0,75757818.0,1085892.0,12.20243493129211,True,True,False,False,True,False,True,0.10381935694820349,"(0.324, 0.368]",0.31806120031291063
ROMO1,ENSG00000125995,ROMO1,protein_coding,20,35699272.0,35700984.0,399172.0,4.48559373896643,True,False,False,False,True,True,False,0.02926427831280244,"(0.0894, 0.104]",0.14546673179873573
DPYSL5,ENSG00000157851,DPYSL5,protein_coding,2,26847747.0,26950351.0,3638429.0,40.88591970898231,True,True,False,False,True,False,True,0.3847774440726145,"(1.125, 1.352]",0.5558338673668778
TRPV5,ENSG00000127412,TRPV5,protein_coding,7,142908101.0,142933746.0,251993.0,2.8317071915449166,True,True,False,False,True,False,True,0.018566136260412442,"(0.0671, 0.0773]",0.11823686266517804
IL10RA,ENSG00000110324,IL10RA,protein_coding,11,117986370.0,118003037.0,319895.0,3.594738631784459,True,True,False,False,True,False,True,0.02560399312961486,"(0.0894, 0.104]",0.15092479298544653
CREM,ENSG00000095794,CREM,protein_coding,10,35126791.0,35212958.0,3065559.0,34.44843891062547,True,True,False,False,True,False,True,0.3373950280678176,"(0.825, 0.96]",0.5324433139060853
CDR2L,ENSG00000109089,CDR2L,protein_coding,17,74987632.0,75005800.0,667766.0,7.503850442151896,True,True,False,False,True,False,True,0.051048237184760856,"(0.161, 0.185]",0.190487658026705
PODXL,ENSG00000128567,PODXL,protein_coding,7,131500262.0,131558217.0,887711.0,9.975426391659806,True,True,False,False,True,False,True,0.08640097379960242,"(0.185, 0.214]",0.2814543548888841
MTMR8,ENSG00000102043,MTMR8,protein_coding,X,64268081.0,64395452.0,1282883.0,14.416071148844283,True,True,False,False,True,False,True,0.1259983535378447,"(0.282, 0.324]",0.3213880075162191
RRAD,ENSG00000166592,RRAD,protein_coding,16,66921679.0,66925536.0,116359.0,1.3075546427915654,True,True,False,False,True,False,True,0.008567522053901202,"(0.023, 0.027]",0.08149998500870113
LIMS2,ENSG00000072163,LIMS2,protein_coding,2,127638381.0,127681786.0,314216.0,3.530922314899531,True,True,False,False,True,False,True,0.024164948505182623,"(0.0773, 0.0894]",0.14259655077160785
ADGRE5,ENSG00000123146,ADGRE5,protein_coding,19,14380501.0,14408725.0,529105.0,5.9456827514350525,True,True,False,False,True,False,True,0.039445738521262715,"(0.14, 0.161]",0.16957811622161756
GNA13,ENSG00000120063,GNA13,protein_coding,17,65009289.0,65056740.0,3001506.0,33.72865962810561,True,True,False,False,True,False,True,0.2990817115706433,"(0.825, 0.96]",0.4720292941206756
INPP4B,ENSG00000109452,INPP4B,protein_coding,4,142023160.0,142847432.0,4789403.0,53.81969704835768,True,True,False,False,True,False,True,1.0385084572039966,"(1.683, 2.18]",1.212319043633049
FRRS1,ENSG00000156869,FRRS1,protein_coding,1,99703970.0,99766635.0,146542.0,1.646728422072737,True,True,False,False,True,False,True,0.010651236952140885,"(0.0362, 0.0422]",0.0920495932276125
CMTM5,ENSG00000166091,CMTM5,protein_coding,14,23376773.0,23379772.0,738739.0,8.301391463154532,True,True,False,False,True,False,True,0.05034745963815408,"(0.214, 0.246]",0.19294470607569075
ISM1,ENSG00000101230,ISM1,protein_coding,20,13221274.0,13300651.0,220647.0,2.4794644958106424,True,True,False,False,True,False,True,0.017460741841448083,"(0.0495, 0.0577]",0.1260655327250789
IL33,ENSG00000137033,IL33,protein_coding,9,6215786.0,6257983.0,421557.0,4.737139478263684,True,True,False,False,True,False,True,0.03370476557521187,"(0.104, 0.121]",0.1819404929983843
ZNF423,ENSG00000102935,ZNF423,protein_coding,16,49487524.0,49857919.0,1721661.0,19.34672723092472,True,True,False,False,True,False,True,0.1844217550726238,"(0.484, 0.551]",0.41831631225398114
C3,ENSG00000125730,C3,protein_coding,19,6677704.0,6730562.0,770335.0,8.65644347025018,True,True,False,False,True,False,True,0.07334657215626572,"(0.246, 0.282]",0.2917937928481785
